Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier Code,Origin Code,Dest Code,Distance,dep_dela1ed_15mi0
12,25,7,1200,8,123,19,225,0
12,28,4,854,16,205,234,531,0
12,13,3,1953,18,159,205,733,0
8,20,7,1642,20,35,61,448,0
2,16,4,1100,22,57,63,168,0
10,9,1,911,20,152,35,1588,0
12,22,4,1134,14,194,177,700,0
5,14,6,1236,7,240,19,215,0
2,18,6,708,20,215,253,621,0
1,28,5,1208,13,80,169,309,1
11,13,1,837,1,259,205,1726,0
10,21,6,943,1,37,255,1674,0
3,31,4,1729,18,173,79,1545,0
6,11,6,1523,21,145,133,351,0
7,8,5,634,7,21,19,813,0
11,17,4,1038,1,182,159,1097,0
4,30,7,641,18,147,248,2586,0
5,24,2,1515,8,174,19,619,1
4,9,6,1530,13,182,219,1013,0
6,12,1,712,16,247,211,129,0
6,6,2,606,1,263,75,546,0
9,13,2,1329,1,247,80,1660,0
10,6,5,554,19,159,37,185,0
1,7,6,1038,16,211,247,129,0
8,30,3,952,19,37,159,185,0
10,3,1,929,12,238,215,304,0
5,2,2,1821,1,80,194,852,1
3,6,7,1359,16,79,224,776,1
9,8,4,850,20,126,272,781,0
7,1,5,659,16,205,64,296,0
4,9,7,940,1,205,159,733,0
12,12,2,1311,3,199,247,671,0
3,30,3,1100,20,199,259,371,0
3,6,1,2202,18,205,115,137,1
11,13,1,1502,1,205,248,1846,0
7,10,7,1330,20,126,152,1235,0
9,18,7,1405,1,247,205,1721,0
10,28,5,1210,15,240,72,515,1
2,7,2,1111,7,256,238,626,0
3,3,5,1215,20,215,46,1912,1
12,28,3,944,16,221,256,521,0
3,22,3,1412,1,121,80,678,0
3,23,4,1312,7,173,72,756,0
7,1,6,1925,14,35,194,695,1
7,9,6,637,1,80,93,1372,0
3,5,6,1035,21,133,162,374,0
6,9,5,841,7,256,19,1589,0
8,17,4,552,4,37,147,187,0
11,8,2,1127,20,101,173,178,0
10,24,1,1427,14,19,194,906,0
11,10,4,828,1,37,205,867,0
2,27,7,1639,7,72,239,1024,0
10,3,1,1323,5,133,154,1379,1
6,27,1,1126,14,147,194,1028,0
8,26,5,1758,1,205,80,802,0
6,18,7,825,13,205,174,594,0
5,1,1,1223,14,248,177,1807,0
12,17,7,1400,13,261,80,113,0
11,11,5,1040,18,248,205,1846,0
10,6,5,1744,21,133,263,668,0
9,13,3,1141,20,35,175,395,0
8,17,4,2011,20,253,204,333,0
8,21,7,1735,8,19,11,500,0
11,13,1,1322,21,162,133,374,0
2,21,2,924,16,179,211,222,0
12,25,7,710,20,233,215,601,0
1,21,6,845,20,199,175,1844,0
10,20,4,1057,7,63,19,227,0
4,11,2,743,18,80,205,802,0
1,26,4,1902,19,215,89,347,0
3,25,6,645,13,254,80,228,0
3,8,3,1417,1,154,147,2475,0
6,18,7,926,5,93,101,1065,0
2,1,3,2020,15,159,230,431,0
6,28,3,1632,5,80,133,224,0
4,25,1,1614,13,205,185,139,0
10,22,6,1201,14,238,194,1532,0
11,16,4,1805,8,19,219,526,1
1,4,2,1017,19,63,237,600,0
6,23,4,918,16,154,191,267,0
4,3,1,1225,20,35,146,484,0
12,17,6,959,7,256,72,1449,0
8,8,2,1516,16,191,248,77,0
2,2,3,548,18,154,199,337,0
9,8,5,1852,16,97,152,258,1
2,8,3,1758,19,152,154,236,0
4,15,6,1548,13,115,80,931,0
9,15,4,1120,20,214,173,861,1
12,27,2,1459,21,93,117,594,0
4,27,3,935,20,30,126,570,0
1,15,7,1743,18,78,205,612,0
9,17,7,1231,18,125,248,2398,0
7,29,5,1612,6,132,225,372,1
1,9,7,1150,20,238,253,417,1
2,16,3,1206,19,214,173,861,0
5,18,3,1718,10,214,272,920,0
3,18,5,950,15,55,19,106,0
11,10,4,1255,20,152,154,236,0
5,21,7,1013,20,30,173,478,0
8,15,1,1247,13,259,253,342,1
1,3,2,1926,1,272,159,1011,1
4,19,2,1735,14,195,194,1040,0
8,16,3,1316,16,290,154,237,1
3,15,3,1314,18,205,101,1182,0
9,27,2,1420,13,76,182,999,0
9,6,2,720,20,263,86,440,0
2,27,1,1105,20,48,14,288,0
5,11,3,2057,13,61,205,316,1
8,17,3,1851,16,96,79,627,0
5,12,4,657,7,152,19,1747,0
3,3,4,1857,10,80,19,732,0
5,9,2,1415,7,19,48,576,0
12,6,3,1229,18,132,238,2253,0
10,5,3,1128,18,79,238,853,0
9,15,4,1031,19,173,219,834,0
11,2,3,1036,19,171,78,950,0
4,27,4,1905,20,48,25,283,0
3,10,4,2259,11,125,215,2917,0
4,15,6,746,18,171,205,403,0
7,1,6,933,1,80,232,1158,0
10,21,6,1455,10,173,138,828,0
7,20,3,1303,14,182,194,1501,0
9,29,4,1515,20,173,21,993,0
7,6,3,1110,16,154,27,109,0
10,31,1,823,1,152,205,1515,0
4,22,6,1712,7,146,19,270,0
9,9,5,752,14,192,194,228,0
10,4,2,2006,20,199,247,671,1
8,6,7,1605,3,26,16,399,1
3,25,6,1705,1,80,173,984,0
7,22,5,1604,7,219,19,526,1
2,6,7,1119,14,194,96,223,0
5,15,7,547,13,241,154,89,0
11,28,1,1334,18,238,205,1723,1
9,28,3,919,21,133,164,301,0
8,16,2,1900,8,19,220,272,1
6,6,2,1230,20,215,126,1020,0
8,7,1,928,19,215,138,1489,0
2,13,1,2000,20,175,141,765,0
3,7,1,957,18,205,257,1781,0
9,22,5,918,19,152,259,226,0
6,4,7,2059,18,205,214,678,0
1,19,4,1354,13,153,80,140,0
5,9,1,932,14,237,86,1085,0
5,5,4,1850,16,238,154,109,0
11,4,5,2226,16,256,218,150,0
9,8,5,825,1,48,80,1217,0
5,24,3,1327,18,154,248,337,0
8,29,2,1453,14,194,147,1028,1
4,3,1,911,5,93,78,199,0
3,3,4,1653,1,219,80,1068,0
11,9,3,1758,19,225,214,238,0
3,20,1,1455,7,30,19,134,1
11,11,5,1352,14,78,86,405,0
9,20,2,2050,20,152,233,345,0
3,6,7,1225,14,248,177,1807,0
12,15,5,1020,4,147,237,1074,0
4,3,7,950,20,152,276,365,0
3,23,3,1348,12,152,211,762,1
6,19,1,1735,15,35,72,230,1
1,8,6,2029,18,205,194,334,1
8,26,5,1959,1,80,230,1062,1
2,4,6,925,5,93,78,199,0
10,21,5,935,8,162,19,453,1
4,6,4,947,16,106,205,157,0
8,1,2,936,1,138,80,762,0
3,8,3,1030,13,19,205,606,0
3,14,1,1824,7,19,133,689,0
3,7,1,1044,1,37,80,1562,0
6,10,5,835,6,132,230,224,0
7,2,6,1713,14,194,115,408,1
7,25,2,2117,14,86,25,548,0
1,24,2,1850,14,138,86,231,0
3,20,7,1335,20,230,175,632,0
6,9,4,1940,15,72,267,583,0
3,19,6,1320,10,80,19,732,0
2,13,1,923,16,278,256,175,0
7,23,6,2158,10,19,76,432,1
5,8,7,751,16,204,154,47,0
5,11,3,2149,18,132,37,413,1
11,23,3,1038,1,80,86,987,0
6,5,1,1222,21,219,93,319,1
1,10,2,1632,18,248,238,447,0
1,10,2,800,10,19,194,906,0
5,5,4,1005,10,220,19,272,0
4,4,2,1844,3,247,16,1449,1
6,1,4,847,19,215,48,1999,0
5,6,6,1150,20,171,201,313,1
4,29,5,2036,21,93,45,266,0
2,3,5,2135,13,154,241,89,0
11,15,3,727,20,181,48,377,0
9,28,4,1957,18,205,154,1745,0
12,7,4,1305,1,232,80,1158,0
10,11,3,1517,5,93,78,199,1
11,2,4,2116,14,200,125,100,0
6,7,3,558,1,79,80,641,0
11,26,7,1835,19,138,78,499,0
5,7,6,752,13,159,37,185,0
5,23,1,1135,20,152,47,223,0
1,1,6,1917,18,205,25,783,1
11,9,3,1329,19,214,225,238,0
5,7,6,600,1,78,80,1192,0
1,4,2,1917,21,133,246,788,0
11,10,4,2018,7,19,281,152,0
7,6,4,1737,19,214,219,267,1
3,21,2,639,4,147,47,2465,0
4,15,5,1400,20,152,239,1069,0
6,5,7,1548,14,127,86,505,0
12,9,5,1357,7,19,132,533,0
10,21,5,858,18,25,205,783,0
1,31,2,1125,1,178,80,468,0
4,9,6,1839,14,46,194,734,0
9,8,5,615,14,272,177,656,0
5,27,5,1817,19,138,214,587,0
12,5,2,1310,19,215,133,1009,0
11,13,7,1933,5,93,21,1504,0
8,18,5,2137,21,133,162,374,1
11,29,2,1655,7,19,246,321,1
2,8,3,929,15,159,240,722,0
3,4,5,957,7,19,154,1946,1
7,9,6,808,7,154,125,2556,0
7,7,5,1443,5,154,133,1379,0
12,20,2,2003,1,80,21,190,1
9,1,4,1707,7,256,93,1968,0
12,12,2,1545,15,104,72,701,0
11,13,7,1425,20,25,272,1111,0
7,23,6,1818,18,205,63,599,0
1,11,2,1438,7,72,115,268,0
1,8,7,1744,19,225,214,238,0
5,7,6,1805,8,285,72,608,0
8,11,4,1736,7,146,19,270,0
5,12,4,540,15,263,72,307,0
3,6,7,1720,20,259,215,338,0
8,10,3,917,15,72,246,83,0
12,9,6,1732,5,93,238,2425,0
7,22,6,915,7,72,159,585,1
3,18,5,852,8,256,201,866,1
3,17,4,1305,7,78,19,547,0
9,22,5,556,18,173,79,1545,0
3,12,7,940,22,224,215,261,0
2,5,7,2035,15,72,271,181,0
11,24,5,2128,19,63,35,329,0
8,14,7,1405,10,19,78,547,1
7,6,3,1020,14,86,214,453,0
12,5,1,729,16,230,205,647,0
9,5,1,1224,6,132,63,321,0
9,20,2,748,20,214,181,290,0
7,10,1,2007,16,205,260,174,0
7,27,4,1100,22,238,215,304,0
2,20,1,559,16,76,205,240,0
1,14,6,1833,1,80,67,592,0
1,5,4,1704,19,63,159,544,0
3,26,6,955,16,248,97,158,0
6,11,6,1651,16,204,154,47,1
8,17,3,648,1,80,86,987,0
12,22,4,1753,13,80,134,328,0
11,11,5,1104,15,19,235,749,0
10,2,7,1039,18,79,175,895,0
5,5,5,713,1,159,205,733,0
10,31,2,658,10,19,138,432,0
6,23,5,1329,4,199,160,353,0
9,20,2,1212,14,248,177,1807,0
11,28,2,1432,21,194,61,622,0
4,12,3,1833,19,253,215,621,1
12,17,6,1547,20,107,211,279,1
9,10,6,1554,1,79,80,641,0
6,27,1,957,19,63,78,331,1
2,8,3,555,1,201,80,175,0
5,12,5,1835,14,48,86,408,0
3,18,5,559,1,19,182,595,0
7,4,1,1808,8,21,256,1085,0
7,4,1,710,20,35,230,443,0
12,26,2,1649,10,63,48,361,0
7,10,1,829,19,48,152,2106,0
1,4,2,925,16,250,256,269,0
10,6,4,1635,20,126,48,1246,0
8,17,3,642,5,274,133,429,0
3,20,7,650,8,12,19,143,0
4,17,7,1543,5,48,133,1235,0
5,11,4,2346,4,147,40,1576,0
6,17,6,1932,19,215,86,1671,1
10,4,3,859,5,61,215,1737,0
2,21,1,1035,20,215,138,1489,0
3,10,5,1523,20,175,276,1440,0
12,28,3,1807,16,188,248,78,1
11,14,1,600,8,202,256,839,0
11,2,3,1310,18,211,248,550,0
1,29,6,1904,19,173,214,861,0
3,18,5,653,5,159,133,1416,0
10,16,7,1830,20,214,230,336,0
7,13,3,853,21,158,133,201,0
5,23,1,1600,20,175,230,632,0
9,26,2,935,19,214,25,196,0
1,28,6,1916,18,154,215,370,0
9,11,7,1147,14,239,177,625,0
9,9,5,2218,19,214,25,196,0
11,19,6,901,12,199,215,646,0
3,28,2,935,20,152,3,487,0
1,21,6,2145,8,19,55,106,0
11,11,5,756,19,272,214,920,0
3,19,6,1300,12,233,215,601,1
3,6,7,1704,1,86,80,987,0
5,2,2,1824,8,78,145,860,1
9,16,5,1445,20,238,215,304,1
9,24,6,800,3,47,247,937,0
3,9,3,1251,7,72,152,1678,0
12,28,4,1936,19,63,272,508,0
7,10,1,650,15,129,72,325,0
9,20,2,1258,7,256,133,1195,0
1,6,4,1522,7,256,80,988,0
11,11,6,1013,19,272,63,508,0
9,20,2,851,18,154,48,2329,0
7,21,5,1139,14,214,194,980,0
3,9,4,1712,21,93,225,160,1
12,20,2,2200,1,182,173,193,1
6,28,2,840,20,225,215,2277,1
5,16,1,1232,10,19,126,696,0
8,14,7,825,15,30,159,866,0
11,26,7,1339,18,79,247,1024,0
9,24,7,755,13,80,126,247,1
5,8,7,913,8,19,56,457,0
6,18,6,845,20,175,215,1444,0
10,7,6,2242,19,152,230,2027,0
5,12,4,645,5,182,133,964,0
1,29,7,1105,20,3,215,328,0
6,25,7,1056,13,205,235,528,1
2,6,7,1937,7,237,147,1074,0
1,4,2,1013,7,50,19,191,0
11,24,4,828,1,204,80,1189,0
9,29,5,2108,18,205,86,235,0
12,26,2,1907,5,146,93,821,1
4,25,1,1332,19,219,37,496,0
12,24,7,1824,1,206,80,1213,0
8,30,2,1731,15,14,72,623,0
9,10,7,2054,21,133,78,1208,0
6,22,3,1127,1,173,263,880,0
11,23,3,702,19,48,63,361,0
5,11,3,1821,5,93,256,1968,0
9,2,5,2135,20,152,238,258,0
3,3,5,1756,16,91,248,451,1
5,8,7,1222,8,251,72,686,0
6,26,7,1025,20,215,64,1671,0
9,9,5,2040,16,259,154,36,0
11,6,7,1138,21,133,169,429,0
7,22,6,812,19,107,215,1020,0
1,25,2,1345,21,127,61,425,0
3,11,6,835,20,257,204,389,0
3,3,5,651,14,35,177,200,0
1,10,1,1701,5,239,133,191,0
6,1,3,1332,14,99,119,146,1
12,11,1,1333,16,256,276,601,0
9,22,4,848,1,80,173,984,0
8,31,3,1313,1,205,154,1745,0
11,16,4,1750,19,214,152,2176,1
10,28,6,1512,16,110,256,217,0
6,5,1,616,18,257,154,373,0
3,15,3,911,13,154,238,109,0
11,24,5,1047,20,35,152,1588,0
7,11,1,1614,9,51,79,1224,0
3,30,3,1738,7,37,19,946,0
9,18,7,2209,7,19,205,606,0
7,1,5,2330,15,147,57,636,1
12,17,7,1050,20,175,263,251,0
8,30,3,1620,22,215,276,110,0
2,10,5,553,22,239,79,794,0
5,12,4,1159,13,80,153,140,1
9,2,6,1929,1,159,182,1097,1
6,26,7,1217,16,227,256,508,0
7,8,6,1447,5,133,93,1400,1
12,31,7,1317,21,133,30,562,0
4,21,4,1608,21,158,133,201,1
9,18,7,1850,5,133,210,956,0
7,16,6,1652,1,3,80,569,1
8,13,6,1226,16,143,154,123,0
10,31,1,655,1,133,80,224,0
6,1,4,2117,18,205,86,235,0
4,20,3,1858,15,72,242,203,0
2,18,6,825,1,255,147,1597,0
6,9,4,725,20,272,101,197,0
5,12,5,610,7,248,256,599,0
12,7,4,1156,20,215,257,647,0
2,8,3,1116,20,75,21,189,0
4,11,2,1828,13,126,80,247,0
12,3,7,2011,16,248,224,421,0
3,21,2,1430,13,21,75,189,0
6,21,2,1210,20,246,263,254,0
11,14,2,1406,16,202,256,839,0
10,22,7,1412,1,182,93,1086,0
10,11,3,1933,18,211,248,550,0
11,17,5,1255,15,219,72,256,0
9,25,7,624,13,145,80,408,0
11,25,5,713,5,133,61,1091,0
10,29,6,553,19,197,63,156,0
7,4,1,1205,5,199,133,1628,0
2,6,7,1300,20,21,75,189,0
8,12,6,1723,18,79,247,1024,0
2,25,5,1933,15,72,50,404,1
3,22,3,2312,18,154,147,2475,0
9,2,6,1711,1,80,134,328,0
3,15,2,656,19,215,219,1813,0
3,5,7,1211,10,19,194,906,0
12,18,1,2036,9,79,263,770,0
3,26,7,2036,16,205,192,109,1
7,30,6,626,14,182,177,860,0
3,23,3,651,1,177,80,432,0
1,24,2,732,7,159,37,185,0
6,19,7,2215,19,247,63,2279,0
10,23,7,1557,18,154,152,236,0
11,3,4,805,1,25,205,783,0
1,17,2,1350,1,80,159,1389,0
11,26,6,1048,16,193,256,436,0
4,12,3,2100,18,248,238,447,0
8,20,7,2053,20,89,215,347,0
12,6,2,1851,5,133,230,1043,0
9,2,6,1919,3,152,247,866,1
11,13,7,1838,21,138,61,261,0
11,22,3,1356,20,204,253,333,1
12,11,1,715,20,145,175,666,0
10,28,5,708,14,219,194,726,1
12,4,1,1315,7,248,147,2586,0
5,16,2,940,20,259,257,404,0
2,2,4,1141,18,154,248,337,0
5,9,2,653,1,171,80,460,0
7,2,6,653,12,154,215,370,0
9,18,7,1037,6,132,235,289,0
7,12,3,545,5,80,133,224,0
8,5,6,1713,10,19,146,270,1
10,3,1,735,19,63,272,508,0
3,25,6,1500,10,182,19,595,0
11,13,7,912,15,182,270,403,0
9,10,7,559,21,240,133,851,0
4,29,6,652,5,19,133,689,0
6,26,1,1756,1,288,80,281,0
5,28,6,835,20,101,48,925,0
7,22,6,1113,18,147,154,2475,0
10,3,2,622,14,19,194,906,0
1,6,4,1630,4,37,272,1185,1
12,8,5,1714,20,173,175,989,0
5,3,3,1126,18,79,211,992,0
5,27,6,722,5,133,238,1303,0
9,30,5,825,13,154,238,109,0
9,15,4,2304,15,72,157,70,0
6,5,7,1646,19,171,63,809,0
11,13,1,1729,20,173,175,989,0
11,29,3,556,14,226,86,668,0
1,4,2,835,15,129,72,325,0
3,4,5,908,8,19,120,241,0
5,9,1,1752,5,133,89,667,0
10,18,3,1853,1,276,205,1437,1
6,23,5,1442,9,211,79,992,0
1,3,2,1710,5,122,133,986,0
10,3,2,1525,22,63,132,321,1
1,16,7,1851,13,236,205,268,0
1,12,3,2134,14,194,211,1426,0
4,5,3,1523,16,256,233,422,1
6,6,1,1621,19,268,63,603,0
1,5,3,1555,15,72,35,230,1
4,14,5,1715,14,182,194,1501,0
6,26,1,2037,18,149,154,2504,0
7,29,6,1009,16,31,79,455,0
10,19,4,1007,18,79,201,495,0
3,6,1,1105,20,101,48,925,0
12,4,7,1810,15,246,72,83,0
12,10,7,1700,5,61,48,314,1
5,2,2,1050,20,181,48,377,0
1,16,7,1819,6,132,206,157,0
11,20,1,2059,4,93,101,1065,0
6,2,5,626,1,253,205,1829,0
5,17,2,1919,7,19,86,594,0
7,25,1,939,10,126,19,696,0
3,9,4,1836,13,162,80,304,0
6,7,3,1652,9,256,79,391,0
10,7,6,1006,7,159,19,761,0
6,21,3,1443,19,37,78,399,0
6,12,1,1035,13,236,205,268,0
2,6,7,1832,1,182,272,204,0
2,8,3,1151,5,173,133,853,0
8,24,3,1849,16,256,97,501,0
5,13,5,1158,1,37,154,2611,0
6,7,3,1014,21,48,93,169,0
3,30,3,1547,12,154,215,370,0
7,5,2,2103,15,72,106,136,1
7,8,5,1025,20,152,107,806,0
9,24,6,736,11,125,142,216,0
8,15,2,1442,10,173,175,989,1
7,27,3,1848,18,248,200,2338,0
5,19,5,920,1,79,154,862,0
10,11,3,708,7,48,19,576,0
10,12,4,958,20,175,25,777,0
1,27,5,725,19,37,159,185,0
6,20,1,2129,7,101,159,1076,1
4,15,5,2047,15,72,30,396,0
5,12,4,755,20,195,152,1501,0
10,6,5,555,15,226,72,810,0
7,21,5,1836,13,274,80,237,0
4,18,1,2240,20,48,25,283,1
6,11,7,832,11,149,125,163,0
7,20,3,709,14,115,194,408,0
7,13,3,1220,7,19,239,874,0
6,11,7,2149,19,63,154,2125,1
7,10,7,753,13,80,251,190,0
2,17,4,1450,7,19,133,689,0
9,16,6,1115,16,79,135,458,0
10,19,3,2123,14,194,83,144,0
8,21,1,2310,8,19,81,171,1
3,26,6,1235,20,204,152,197,0
1,22,6,1306,19,219,214,267,1
4,9,6,850,20,126,145,359,1
5,19,4,809,1,239,205,1041,0
6,3,5,2250,15,72,37,752,0
3,30,3,803,16,288,205,522,0
1,22,7,1455,15,147,72,589,0
1,3,1,1138,1,205,37,867,0
11,9,4,717,20,107,152,806,0
11,30,3,1550,20,126,215,1020,0
4,13,4,1834,14,194,230,981,0
1,24,1,1939,21,93,162,1069,1
5,9,1,1504,1,80,154,1235,0
10,7,5,1357,14,152,194,1300,0
8,19,5,2015,20,35,126,670,0
12,14,4,1242,7,19,184,443,1
10,23,1,2103,1,80,178,468,0
1,5,4,1931,9,79,171,533,1
3,18,5,1004,19,219,215,1813,0
2,18,6,1925,20,154,233,390,1
11,22,2,720,20,274,263,351,0
12,11,7,1523,7,256,19,1589,0
8,26,6,1753,21,61,235,245,0
11,10,4,1328,1,80,205,802,0
11,15,2,1207,16,97,154,209,0
7,25,2,1857,14,194,171,393,0
4,15,5,1426,5,264,93,1634,0
9,16,5,1704,21,115,61,214,0
5,22,7,1135,20,225,173,1073,0
12,18,7,2103,19,78,159,214,0
9,26,1,1839,18,205,86,235,0
10,4,2,1756,1,205,159,733,0
1,2,1,1219,13,182,232,826,1
4,13,4,811,1,80,152,1055,0
3,24,5,2207,4,46,147,301,0
2,8,3,1431,16,171,256,919,0
1,26,4,1810,20,152,246,1624,0
5,17,3,2044,21,93,132,213,1
3,9,3,2106,14,86,24,113,0
1,23,1,733,16,257,256,532,0
5,16,2,1217,9,79,247,1024,0
10,1,7,1048,10,48,235,277,0
11,14,1,1849,14,194,175,349,0
9,13,2,935,1,276,80,813,0
5,18,3,1158,1,154,80,1235,0
9,5,2,1200,14,230,194,981,1
2,3,5,1304,19,215,182,1972,0
3,13,1,1825,10,37,19,946,1
3,25,5,1241,7,147,173,944,0
9,25,7,1704,10,19,76,432,0
6,6,1,1932,12,215,204,325,1
12,2,6,1910,18,79,202,472,0
11,17,4,1050,7,72,64,116,0
8,29,2,1725,20,175,214,668,1
5,22,7,2040,21,61,64,112,0
10,5,4,1643,13,205,64,296,1
4,15,6,921,1,238,80,1171,0
5,10,2,627,3,36,247,399,0
9,6,3,913,19,205,63,599,0
3,20,1,1116,7,19,37,946,0
2,24,4,653,1,152,182,2175,0
6,29,4,757,13,205,219,412,0
11,1,2,1557,10,19,219,526,0
2,26,7,1425,20,152,219,1910,0
1,17,1,819,3,248,154,337,0
5,9,2,829,19,80,215,868,0
7,22,6,1027,18,154,205,1745,0
4,3,7,1438,13,80,155,282,1
2,22,2,657,21,61,80,1021,0
2,3,5,811,7,239,19,874,0
9,23,6,658,7,138,19,432,0
6,6,2,1723,14,86,48,408,0
10,14,5,707,7,89,19,1282,0
9,10,6,852,16,241,248,262,0
4,21,5,2112,10,19,146,270,0
3,13,1,558,14,206,86,529,0
7,4,1,2040,20,238,253,417,0
5,10,2,1538,7,230,19,356,0
7,23,7,1456,1,205,80,802,0
2,10,4,1433,18,205,159,733,1
5,14,7,1306,18,205,232,642,0
5,2,1,1420,14,177,205,491,0
9,10,7,755,20,225,215,2277,0
7,9,6,1827,16,61,205,316,0
6,7,3,1615,5,133,80,224,1
3,19,7,1153,1,80,101,1119,1
12,27,3,725,8,19,86,594,0
5,7,6,1719,5,93,79,1605,0
3,16,4,559,20,152,256,368,0
12,25,1,1441,21,3,133,744,0
7,24,1,1532,14,86,159,501,0
12,31,6,831,16,85,79,589,0
8,4,4,639,16,247,211,129,0
9,8,5,909,14,194,96,223,0
12,9,6,1818,13,201,205,693,1
3,22,3,1245,20,253,233,188,0
9,10,6,1429,1,133,80,224,0
5,18,4,1933,16,256,193,436,0
11,12,7,1107,13,86,159,501,0
11,3,4,1549,16,248,241,262,0
3,29,3,1848,20,215,259,338,0
8,5,6,1141,16,119,256,463,0
9,13,3,1355,21,133,116,986,0
2,27,7,2008,16,154,259,36,0
7,15,5,1523,1,97,80,1313,1
10,27,4,2011,16,205,177,491,0
8,16,2,1421,19,37,214,280,1
5,19,5,1445,15,240,37,901,1
12,5,1,747,21,134,133,542,0
2,16,4,1345,5,173,93,938,0
2,4,5,730,19,219,93,319,0
9,20,2,1729,1,253,259,342,0
1,25,3,1911,16,256,266,223,0
6,20,1,1010,16,79,67,72,0
4,10,1,2125,20,253,152,386,1
1,2,7,1647,21,183,133,984,0
3,23,4,1415,20,75,195,437,1
3,1,3,725,13,80,254,228,0
1,24,1,838,5,86,133,1076,0
5,24,2,2107,6,132,225,372,0
10,24,2,1414,5,133,210,956,0
4,18,1,1100,16,250,256,269,0
3,16,4,1230,20,253,211,569,0
12,27,3,902,21,61,35,448,0
10,31,2,813,13,205,134,588,0
5,24,2,554,6,226,132,494,0
8,12,5,1505,20,171,199,1489,0
10,14,5,2153,15,72,288,561,0
4,20,3,750,15,72,263,307,0
6,19,7,1210,20,253,47,296,0
4,22,5,1832,16,205,30,584,1
11,30,4,2303,19,215,147,2153,1
9,15,4,610,15,132,72,388,0
4,17,1,1740,14,146,86,814,0
3,14,1,2130,15,37,45,181,1
7,6,3,800,16,256,79,391,0
7,24,1,1248,1,80,263,551,0
9,22,5,1529,21,61,78,310,0
1,17,2,2129,21,61,205,316,1
2,16,4,2002,19,214,268,228,0
4,26,3,1543,16,205,76,240,0
4,2,6,1951,16,91,248,451,0
4,17,7,1455,20,138,215,1489,0
9,9,5,602,4,46,147,301,0
3,9,3,1805,7,159,72,585,1
6,29,4,1747,13,112,80,500,1
5,28,7,1450,15,159,240,722,1
7,28,5,714,19,256,215,507,0
12,14,3,1004,12,48,215,1999,0
4,19,3,704,18,152,248,414,1
5,14,6,1804,7,48,72,430,0
5,30,2,1036,18,256,248,599,1
6,1,3,1935,15,59,72,419,0
9,23,6,1459,21,132,93,213,0
10,23,7,853,7,177,19,332,0
5,25,4,1035,1,194,205,334,0
1,8,7,1317,3,53,16,160,0
4,16,7,606,4,101,147,1069,0
4,14,5,1729,18,194,205,334,0
3,20,1,1325,13,205,113,174,0
11,14,2,2018,18,214,205,678,1
3,23,3,1107,4,147,46,301,0
6,10,5,818,12,171,215,1044,0
8,17,3,858,18,205,154,1745,0
1,26,3,556,15,234,72,282,0
2,19,7,1555,19,154,215,370,0
5,30,1,1402,1,214,205,678,0
7,7,4,1255,4,46,147,301,0
11,9,3,1225,8,19,219,526,1
8,28,1,915,1,230,80,1062,0
2,28,1,1111,21,169,133,429,0
7,2,7,1420,15,173,116,534,0
5,8,7,1359,1,80,263,551,0
10,24,2,1852,20,204,253,333,0
11,25,5,1749,12,152,79,629,0
9,4,1,1015,14,35,86,457,0
9,15,5,908,10,175,194,349,0
5,16,1,953,1,80,37,1562,0
5,29,7,1215,15,116,72,330,0
4,18,1,1330,6,132,230,224,0
9,14,4,1018,10,210,127,1057,0
2,17,4,1220,1,86,205,235,0
12,17,6,827,13,159,230,431,0
4,6,4,1124,5,178,133,316,0
5,13,5,733,13,205,232,642,0
3,9,3,1530,11,125,200,100,0
6,15,3,822,18,205,215,1440,0
1,30,7,1523,5,19,93,745,0
7,6,4,1352,18,205,219,412,0
12,24,7,940,18,159,79,1619,0
2,28,2,1957,1,205,159,733,0
12,9,5,1209,5,272,133,787,0
9,22,5,1815,19,215,238,304,0
12,30,6,734,1,205,159,733,0
7,30,7,622,16,135,256,188,0
2,17,5,2355,19,152,63,1916,0
8,26,5,833,18,19,79,1199,0
3,4,6,830,20,238,199,446,0
8,29,1,1852,3,211,257,479,0
3,21,1,1908,1,272,80,929,0
9,26,2,1645,13,62,80,164,0
9,26,2,2058,14,194,205,334,0
4,18,1,928,16,209,154,49,0
3,14,2,1628,4,37,237,1249,0
3,15,2,627,7,19,78,547,0
8,2,3,735,3,16,148,571,0
5,5,4,855,20,35,238,1751,0
5,3,3,1134,14,194,211,1426,0
6,6,2,1055,20,256,215,507,1
10,21,6,1451,18,205,79,888,0
6,1,4,915,16,7,54,56,0
3,22,3,1959,18,154,248,337,0
1,1,6,915,20,171,274,223,0
4,24,7,1416,19,63,272,508,0
2,25,6,1009,14,86,159,501,0
2,15,3,1317,16,79,68,230,1
9,1,4,623,21,117,133,838,0
5,6,5,910,15,106,72,136,0
1,18,2,1039,1,182,159,1097,0
12,27,2,1235,15,72,138,98,0
8,20,7,1943,11,125,149,163,0
6,11,6,517,7,195,19,425,0
8,27,7,1050,8,147,19,760,0
1,9,7,1510,20,214,173,861,0
6,14,2,1020,20,171,256,919,0
4,1,5,2129,14,86,235,296,0
2,9,3,1209,7,19,210,545,0
12,10,7,1412,20,175,141,765,0
12,2,5,1205,20,47,199,325,0
5,30,2,1255,15,72,249,491,0
11,14,2,1008,7,19,285,264,0
